schemaVersion,recordType,source.name,source.url,content.startupName,content.pricingModel,collectedAt
1.0,PRODUCT,Hugging Face Space (Bloom-Slim-Text-Generation),https://huggingface.co/spaces/sandeepmajumdar/Bloom-Slim-Text-Generation,sandeepmajumdar,FREE,2026-08-29T05:31:24.017250+00:00
1.0,PRODUCT,Hugging Face Space (StableDiffusion),https://huggingface.co/spaces/Shuaf98/StableDiffusion,Shuaf98,FREE,2026-08-29T05:31:24.017335+00:00
1.0,PRODUCT,Hugging Face Space (ObjectDetection_AdmixtureSelection_Space),https://huggingface.co/spaces/imanhamid/ObjectDetection_AdmixtureSelection_Space,imanhamid,FREE,2026-08-29T05:31:24.017418+00:00
1.0,PRODUCT,Hugging Face Space (context-question-answering),https://huggingface.co/spaces/shawon100/context-question-answering,shawon100,FREE,2026-08-29T05:31:24.017497+00:00
1.0,PRODUCT,Hugging Face Space (Persian_Automatic_Speech_Recognition_and-more),https://huggingface.co/spaces/Kamtera/Persian_Automatic_Speech_Recognition_and-more,Kamtera,FREE,2026-08-29T05:31:24.017580+00:00
1.0,PRODUCT,Hugging Face Space (colorful_vectors),https://huggingface.co/spaces/jphwang/colorful_vectors,jphwang,FREE,2026-08-29T05:31:24.017661+00:00
1.0,PRODUCT,Hugging Face Space (Huggy),https://huggingface.co/spaces/ThomasSimonini/Huggy,ThomasSimonini,FREE,2026-08-29T05:31:24.017754+00:00
1.0,PRODUCT,Hugging Face Space (05GR-Image-To-Multilingual-OCR),https://huggingface.co/spaces/AISuperheroes/05GR-Image-To-Multilingual-OCR,AISuperheroes,FREE,2026-08-29T05:31:24.017843+00:00
1.0,PRODUCT,Hugging Face Space (lotr),https://huggingface.co/spaces/mikegarts/lotr,mikegarts,FREE,2026-08-29T05:31:24.017929+00:00
1.0,PRODUCT,Hugging Face Space (object-detection-safari),https://huggingface.co/spaces/myscale/object-detection-safari,myscale,FREE,2026-08-29T05:31:24.018018+00:00
1.0,PRODUCT,Hugging Face Space (CLIP-Interrogator-2),https://huggingface.co/spaces/fffiloni/CLIP-Interrogator-2,fffiloni,FREE,2026-08-29T05:31:24.018101+00:00
1.0,PRODUCT,Hugging Face Space (text-to-speech),https://huggingface.co/spaces/charly/text-to-speech,charly,FREE,2026-08-29T05:31:24.018204+00:00
1.0,PRODUCT,Hugging Face Space (demucs_playground),https://huggingface.co/spaces/nakas/demucs_playground,nakas,FREE,2026-08-29T05:31:24.018298+00:00
1.0,PRODUCT,Hugging Face Space (Live_SpeechRecognition),https://huggingface.co/spaces/Roshana/Live_SpeechRecognition,Roshana,FREE,2026-08-29T05:31:24.018388+00:00
1.0,PRODUCT,Hugging Face Space (Cantonese_speech_recognition),https://huggingface.co/spaces/Yuyang2022/Cantonese_speech_recognition,Yuyang2022,FREE,2026-08-29T05:31:24.018473+00:00
1.0,PRODUCT,Hugging Face Space (Token-classification-base),https://huggingface.co/spaces/empy-ai/Token-classification-base,empy-ai,FREE,2026-08-29T05:31:24.018559+00:00
1.0,PRODUCT,Hugging Face Space (spectrogram-to-music),https://huggingface.co/spaces/fffiloni/spectrogram-to-music,fffiloni,FREE,2026-08-29T05:31:24.018640+00:00
1.0,PRODUCT,Hugging Face Space (point-e),https://huggingface.co/spaces/openai/point-e,OpenAI,FREE,2026-08-29T05:31:24.018646+00:00
1.0,PRODUCT,Hugging Face Space (Deep-Reinforcement-Learning-Leaderboard),https://huggingface.co/spaces/ThomasSimonini/Deep-Reinforcement-Learning-Leaderboard,ThomasSimonini,FREE,2026-08-29T05:31:24.018739+00:00
1.0,PRODUCT,Hugging Face Space (Zero-Shot-Classification-Pretrained),https://huggingface.co/spaces/micole66/Zero-Shot-Classification-Pretrained,micole66,FREE,2026-08-29T05:31:24.018824+00:00
1.0,PRODUCT,Hugging Face Space (GPT2-Text-Generation),https://huggingface.co/spaces/ajcdp/GPT2-Text-Generation,ajcdp,FREE,2026-08-29T05:31:24.018913+00:00
1.0,PRODUCT,Hugging Face Space (free-mp3-to-text-using-openai-whisper),https://huggingface.co/spaces/SteveDigital/free-mp3-to-text-using-openai-whisper,SteveDigital,FREE,2026-08-29T05:31:24.019003+00:00
1.0,PRODUCT,Hugging Face Space (Deep-RL-Course-Certification),https://huggingface.co/spaces/huggingface-projects/Deep-RL-Course-Certification,Hugging Face,FREE,2026-08-29T05:31:24.019080+00:00
1.0,PRODUCT,Hugging Face Space (Tune-A-Video-Training-UI-poli),https://huggingface.co/spaces/multimodalart/Tune-A-Video-Training-UI-poli,multimodalart,FREE,2026-08-29T05:31:24.019172+00:00
1.0,PRODUCT,Hugging Face Space (Machine-translation),https://huggingface.co/spaces/awacke1/Machine-translation,awacke1,FREE,2026-08-29T05:31:24.019260+00:00
1.0,PRODUCT,Hugging Face Space (AIZTH-03-09-2023),https://huggingface.co/spaces/awacke1/AIZTH-03-09-2023,awacke1,FREE,2026-08-29T05:31:24.019339+00:00
1.0,PRODUCT,Hugging Face Space (ChatGLM-6B),https://huggingface.co/spaces/multimodalart/ChatGLM-6B,multimodalart,FREE,2026-08-29T05:31:24.019482+00:00
1.0,PRODUCT,Hugging Face Space (music_mixing_style_transfer),https://huggingface.co/spaces/jhtonyKoo/music_mixing_style_transfer,jhtonyKoo,FREE,2026-08-29T05:31:24.019564+00:00
1.0,PRODUCT,Hugging Face Space (animeCf),https://huggingface.co/spaces/siyangyuan/animeCf,siyangyuan,FREE,2026-08-29T05:31:24.019656+00:00
1.0,PRODUCT,Hugging Face Space (push-model-from-web),https://huggingface.co/spaces/huggingfacejs/push-model-from-web,Hugging Face,FREE,2026-08-29T05:31:24.019708+00:00
1.0,PRODUCT,Hugging Face Space (ChatGPT4),https://huggingface.co/spaces/ysharma/ChatGPT4,ysharma,FREE,2026-08-29T05:31:24.019792+00:00
1.0,PRODUCT,Hugging Face Space (Text-To-Video-WIP),https://huggingface.co/spaces/amongusrickroll68/Text-To-Video-WIP,amongusrickroll68,FREE,2026-08-29T05:31:24.019903+00:00
1.0,PRODUCT,Hugging Face Space (deepset),https://huggingface.co/spaces/raghuram13/deepset,raghuram13,FREE,2026-08-29T05:31:24.019986+00:00
1.0,PRODUCT,Hugging Face Space (pdf_ocr_to_embedding),https://huggingface.co/spaces/fiveskyze/pdf_ocr_to_embedding,fiveskyze,FREE,2026-08-29T05:31:24.020081+00:00
1.0,PRODUCT,Hugging Face Space (company_name_matches_using_embeddings),https://huggingface.co/spaces/amoldwalunj/company_name_matches_using_embeddings,amoldwalunj,FREE,2026-08-29T05:31:24.020176+00:00
1.0,PRODUCT,Hugging Face Space (whisper-jax),https://huggingface.co/spaces/sanchit-gandhi/whisper-jax,sanchit-gandhi,FREE,2026-08-29T05:31:24.020270+00:00
1.0,PRODUCT,Hugging Face Space (Finetuning-Toxicity-Model),https://huggingface.co/spaces/snaramirez872/Finetuning-Toxicity-Model,snaramirez872,FREE,2026-08-29T05:31:24.020354+00:00
1.0,PRODUCT,Hugging Face Space (finetuning-language-models),https://huggingface.co/spaces/dang1812/finetuning-language-models,dang1812,FREE,2026-08-29T05:31:24.020453+00:00
1.0,PRODUCT,Hugging Face Space (Depth-estimation),https://huggingface.co/spaces/Kaori1707/Depth-estimation,Kaori1707,FREE,2026-08-29T05:31:24.020536+00:00
1.0,PRODUCT,Hugging Face Space (named_entity_recognition_model),https://huggingface.co/spaces/vishnu23/named_entity_recognition_model,vishnu23,FREE,2026-08-29T05:31:24.020618+00:00
1.0,PRODUCT,Hugging Face Space (Music-Descriptor),https://huggingface.co/spaces/m-a-p/Music-Descriptor,m-a-p,FREE,2026-08-29T05:31:24.020710+00:00
1.0,PRODUCT,Hugging Face Space (Rebiber),https://huggingface.co/spaces/yuchenlin/Rebiber,yuchenlin,FREE,2026-08-29T05:31:24.020794+00:00
1.0,PRODUCT,Hugging Face Space (Breast_Cancer_Ultrasound_Image_Segmentation),https://huggingface.co/spaces/Suweeraya/Breast_Cancer_Ultrasound_Image_Segmentation,Suweeraya,FREE,2026-08-29T05:31:24.020877+00:00
1.0,PRODUCT,Hugging Face Space (edit_friendly_ddpm_inversion),https://huggingface.co/spaces/linoyts/edit_friendly_ddpm_inversion,linoyts,FREE,2026-08-29T05:31:24.020965+00:00
1.0,PRODUCT,Hugging Face Space (MusicGen),https://huggingface.co/spaces/facebook/MusicGen,facebook,FREE,2026-08-29T05:31:24.021048+00:00
1.0,PRODUCT,Hugging Face Space (UnlimitedMusicGen),https://huggingface.co/spaces/Surn/UnlimitedMusicGen,Surn,FREE,2026-08-29T05:31:24.021148+00:00
1.0,PRODUCT,Hugging Face Space (QR-code-AI-art-generator),https://huggingface.co/spaces/huggingface-projects/QR-code-AI-art-generator,Hugging Face,FREE,2026-08-29T05:31:24.021216+00:00
1.0,PRODUCT,Hugging Face Space (Code-Generation-with-Language-Specific-LoRa-Models),https://huggingface.co/spaces/ammarnasr/Code-Generation-with-Language-Specific-LoRa-Models,ammarnasr,FREE,2026-08-29T05:31:24.021300+00:00
1.0,PRODUCT,Hugging Face Space (try-gpt-1-and-gpt-2),https://huggingface.co/spaces/mkmenta/try-gpt-1-and-gpt-2,mkmenta,FREE,2026-08-29T05:31:24.021390+00:00
1.0,PRODUCT,Hugging Face Space (SadTalker),https://huggingface.co/spaces/kevinwang676/SadTalker,kevinwang676,FREE,2026-08-29T05:31:24.021475+00:00
1.0,PRODUCT,Hugging Face Space (multitrack-midi-music-generator),https://huggingface.co/spaces/juancopi81/multitrack-midi-music-generator,juancopi81,FREE,2026-08-29T05:31:24.021556+00:00
1.0,PRODUCT,Hugging Face Space (LevelBot),https://huggingface.co/spaces/discord-community/LevelBot,discord-community,FREE,2026-08-29T05:31:24.021663+00:00
1.0,PRODUCT,Hugging Face Space (perfume_recommender),https://huggingface.co/spaces/rdemarqui/perfume_recommender,rdemarqui,FREE,2026-08-29T05:31:24.021746+00:00
1.0,PRODUCT,Hugging Face Space (Tesseract-OCR),https://huggingface.co/spaces/kneelesh48/Tesseract-OCR,kneelesh48,FREE,2026-08-29T05:31:24.021828+00:00
1.0,PRODUCT,Hugging Face Space (instruction-tuning-sd-cartoonizer),https://huggingface.co/spaces/soharab/instruction-tuning-sd-cartoonizer,soharab,FREE,2026-08-29T05:31:24.021911+00:00
1.0,PRODUCT,Hugging Face Space (AudioLDM_48K_Text-to-HiFiAudio_Generation),https://huggingface.co/spaces/haoheliu/AudioLDM_48K_Text-to-HiFiAudio_Generation,haoheliu,FREE,2026-08-29T05:31:24.021993+00:00
1.0,PRODUCT,Hugging Face Space (stable-diffusion-xl-inpainting),https://huggingface.co/spaces/diffusers/stable-diffusion-xl-inpainting,diffusers,FREE,2026-08-29T05:31:24.022102+00:00
1.0,PRODUCT,Hugging Face Space (token_classification_transformers),https://huggingface.co/spaces/Landa10/token_classification_transformers,Landa10,FREE,2026-08-29T05:31:24.022199+00:00
1.0,PRODUCT,Hugging Face Space (solara-maxar),https://huggingface.co/spaces/giswqs/solara-maxar,giswqs,FREE,2026-08-29T05:31:24.022288+00:00
1.0,PRODUCT,Hugging Face Space (Spotify_ML_DancePlaylist),https://huggingface.co/spaces/Deniz95/Spotify_ML_DancePlaylist,Deniz95,FREE,2026-08-29T05:31:24.022383+00:00
1.0,PRODUCT,Hugging Face Space (splat),https://huggingface.co/spaces/cakewalk/splat,cakewalk,FREE,2026-08-29T05:31:24.022478+00:00
1.0,PRODUCT,Hugging Face Space (opdmulti-demo),https://huggingface.co/spaces/3dlg-hcvc/opdmulti-demo,3dlg-hcvc,FREE,2026-08-29T05:31:24.022577+00:00
1.0,PRODUCT,Hugging Face Space (SEBIS-code_trans_t5_base_api_generation_multitask),https://huggingface.co/spaces/shreefhamed/SEBIS-code_trans_t5_base_api_generation_multitask,shreefhamed,FREE,2026-08-29T05:31:24.022660+00:00
1.0,PRODUCT,Hugging Face Space (code-generation),https://huggingface.co/spaces/subu4444/code-generation,subu4444,FREE,2026-08-29T05:31:24.022748+00:00
1.0,PRODUCT,Hugging Face Space (MetaGPT),https://huggingface.co/spaces/tsi-org/MetaGPT,tsi-org,FREE,2026-08-29T05:31:24.022840+00:00
1.0,PRODUCT,Hugging Face Space (zephyr-7b),https://huggingface.co/spaces/hysts/zephyr-7b,hysts,FREE,2026-08-29T05:31:24.022927+00:00
1.0,PRODUCT,Hugging Face Space (QRcodeArt),https://huggingface.co/spaces/L4Walk/QRcodeArt,L4Walk,FREE,2026-08-29T05:31:24.023016+00:00
1.0,PRODUCT,Hugging Face Space (Machine-Translation),https://huggingface.co/spaces/ayymen/Machine-Translation,ayymen,FREE,2026-08-29T05:31:24.023103+00:00
1.0,PRODUCT,Hugging Face Space (Audio_classification_ug),https://huggingface.co/spaces/ug932123/Audio_classification_ug,ug932123,FREE,2026-08-29T05:31:24.023178+00:00
1.0,PRODUCT,Hugging Face Space (styletts2),https://huggingface.co/spaces/styletts2/styletts2,styletts2,FREE,2026-08-29T05:31:24.023264+00:00
1.0,PRODUCT,Hugging Face Space (Quantization),https://huggingface.co/spaces/rakesh9177/Quantization,rakesh9177,FREE,2026-08-29T05:31:24.023357+00:00
1.0,PRODUCT,Hugging Face Space (qr-code-art-generator),https://huggingface.co/spaces/aisuko/qr-code-art-generator,aisuko,FREE,2026-08-29T05:31:24.023448+00:00
1.0,PRODUCT,Hugging Face Space (instruction-tuning-sd-scratch-low-level-img-proc),https://huggingface.co/spaces/gabriiellfr/instruction-tuning-sd-scratch-low-level-img-proc,gabriiellfr,FREE,2026-08-29T05:31:24.023535+00:00
1.0,PRODUCT,Hugging Face Space (magicanimate),https://huggingface.co/spaces/zcxu-eric/magicanimate,zcxu-eric,FREE,2026-08-29T05:31:24.023627+00:00
1.0,PRODUCT,Hugging Face Space (yolov8-pretrained-demo),https://huggingface.co/spaces/marufahmed/yolov8-pretrained-demo,marufahmed,FREE,2026-08-29T05:31:24.023729+00:00
1.0,PRODUCT,Hugging Face Space (OutfitAnyone),https://huggingface.co/spaces/HumanAIGC/OutfitAnyone,HumanAIGC,FREE,2026-08-29T05:31:24.023844+00:00
1.0,PRODUCT,Hugging Face Space (audio-emotion-classification),https://huggingface.co/spaces/cheenchan/audio-emotion-classification,cheenchan,FREE,2026-08-29T05:31:24.023926+00:00
1.0,PRODUCT,Hugging Face Space (Machine-Translation-EN_HI),https://huggingface.co/spaces/SatwikKambham/Machine-Translation-EN_HI,SatwikKambham,FREE,2026-08-29T05:31:24.024011+00:00
1.0,PRODUCT,Hugging Face Space (FontDiffuser-Gradio),https://huggingface.co/spaces/yeungchenwa/FontDiffuser-Gradio,yeungchenwa,FREE,2026-08-29T05:31:24.024091+00:00
1.0,PRODUCT,Hugging Face Space (pdf-chatbot),https://huggingface.co/spaces/cvachet/pdf-chatbot,cvachet,FREE,2026-08-29T05:31:24.024175+00:00
1.0,PRODUCT,Hugging Face Space (reward-bench),https://huggingface.co/spaces/allenai/reward-bench,allenai,FREE,2026-08-29T05:31:24.024259+00:00
1.0,PRODUCT,Hugging Face Space (token-classification),https://huggingface.co/spaces/PEFT/token-classification,PEFT,FREE,2026-08-29T05:31:24.024352+00:00
1.0,PRODUCT,Hugging Face Space (HFBA),https://huggingface.co/spaces/Chunte/HFBA,Chunte,FREE,2026-08-29T05:31:24.024444+00:00
1.0,PRODUCT,Hugging Face Space (Z3D-E621-Convnext-space),https://huggingface.co/spaces/fancyfeast/Z3D-E621-Convnext-space,fancyfeast,FREE,2026-08-29T05:31:24.024525+00:00
1.0,PRODUCT,Hugging Face Space (iopaint-lama),https://huggingface.co/spaces/Sanster/iopaint-lama,Sanster,FREE,2026-08-29T05:31:24.024610+00:00
1.0,PRODUCT,Hugging Face Space (remove-background-web),https://huggingface.co/spaces/Xenova/remove-background-web,Xenova,FREE,2026-08-29T05:31:24.024710+00:00
1.0,PRODUCT,Hugging Face Space (documentQA),https://huggingface.co/spaces/susheel-1999/documentQA,susheel-1999,FREE,2026-08-29T05:31:24.024810+00:00
1.0,PRODUCT,Hugging Face Space (pixio-image-to-music-v2),https://huggingface.co/spaces/tsi-org/pixio-image-to-music-v2,tsi-org,FREE,2026-08-29T05:31:24.024905+00:00
1.0,PRODUCT,Hugging Face Space (Language-Vision-Model),https://huggingface.co/spaces/MarkoVidrih/Language-Vision-Model,MarkoVidrih,FREE,2026-08-29T05:31:24.024984+00:00
1.0,PRODUCT,Hugging Face Space (TripoSR),https://huggingface.co/spaces/stabilityai/TripoSR,Stability AI,FREE,2026-08-29T05:31:24.025006+00:00
1.0,PRODUCT,Hugging Face Space (ai-tutor-chatbot),https://huggingface.co/spaces/towardsai-tutors/ai-tutor-chatbot,towardsai-tutors,FREE,2026-08-29T05:31:24.025109+00:00
1.0,PRODUCT,Hugging Face Space (Question_answer_generator_with_pretrained_models),https://huggingface.co/spaces/Greatmonkey/Question_answer_generator_with_pretrained_models,Greatmonkey,FREE,2026-08-29T05:31:24.025192+00:00
1.0,PRODUCT,Hugging Face Space (nllb),https://huggingface.co/spaces/UNESCO/nllb,UNESCO,FREE,2026-08-29T05:31:24.025283+00:00
1.0,PRODUCT,Hugging Face Space (saliency),https://huggingface.co/spaces/alexanderkroner/saliency,alexanderkroner,FREE,2026-08-29T05:31:24.025381+00:00
1.0,PRODUCT,Hugging Face Space (Swap-Face-Model),https://huggingface.co/spaces/bingbing520/Swap-Face-Model,bingbing520,FREE,2026-08-29T05:31:24.025463+00:00
1.0,PRODUCT,Hugging Face Space (Video-to-SoundFX),https://huggingface.co/spaces/tsi-org/Video-to-SoundFX,tsi-org,FREE,2026-08-29T05:31:24.025546+00:00
1.0,PRODUCT,Hugging Face Space (image_color_segmentation),https://huggingface.co/spaces/shubhpatel6001/image_color_segmentation,shubhpatel6001,FREE,2026-08-29T05:31:24.025640+00:00
1.0,PRODUCT,Hugging Face Space (APISR),https://huggingface.co/spaces/HikariDawn/APISR,HikariDawn,FREE,2026-08-29T05:31:24.025721+00:00
1.0,PRODUCT,Hugging Face Space (spoken-language-identification),https://huggingface.co/spaces/k2-fsa/spoken-language-identification,k2-fsa,FREE,2026-08-29T05:31:24.025810+00:00
1.0,PRODUCT,Hugging Face Space (Arc2Face),https://huggingface.co/spaces/FoivosPar/Arc2Face,FoivosPar,FREE,2026-08-29T05:31:24.025896+00:00
1.0,PRODUCT,Hugging Face Space (RAG-Chatbot),https://huggingface.co/spaces/not-lain/RAG-Chatbot,not-lain,FREE,2026-08-29T05:31:24.025980+00:00
1.0,PRODUCT,Hugging Face Space (vid2voiceover),https://huggingface.co/spaces/tsi-org/vid2voiceover,tsi-org,FREE,2026-08-29T05:31:24.026061+00:00
1.0,PRODUCT,Hugging Face Space (c4ai-command),https://huggingface.co/spaces/CohereLabs/c4ai-command,Cohere,FREE,2026-08-29T05:31:24.026123+00:00
1.0,PRODUCT,Hugging Face Space (HQEdit),https://huggingface.co/spaces/LAOS-Y/HQEdit,LAOS-Y,FREE,2026-08-29T05:31:24.026208+00:00
1.0,PRODUCT,Hugging Face Space (open-sora),https://huggingface.co/spaces/hpcai-tech/open-sora,hpcai-tech,FREE,2026-08-29T05:31:24.026297+00:00
1.0,PRODUCT,Hugging Face Space (parler_tts),https://huggingface.co/spaces/parler-tts/parler_tts,parler-tts,FREE,2026-08-29T05:31:24.026381+00:00
1.0,PRODUCT,Hugging Face Space (Minecraft_Skin_Generator),https://huggingface.co/spaces/Nick088/Minecraft_Skin_Generator,Nick088,FREE,2026-08-29T05:31:24.026469+00:00
1.0,PRODUCT,Hugging Face Space (ai-jukebox),https://huggingface.co/spaces/enzostvs/ai-jukebox,enzostvs,FREE,2026-08-29T05:31:24.026554+00:00
1.0,PRODUCT,Hugging Face Space (imgsys),https://huggingface.co/spaces/fal/imgsys,fal,FREE,2026-08-29T05:31:24.026647+00:00
1.0,PRODUCT,Hugging Face Space (OpenVoiceV2),https://huggingface.co/spaces/myshell-ai/OpenVoiceV2,myshell-ai,FREE,2026-08-29T05:31:24.026728+00:00
1.0,PRODUCT,Hugging Face Space (zero-gpu-spaces),https://huggingface.co/spaces/enzostvs/zero-gpu-spaces,enzostvs,FREE,2026-08-29T05:31:24.026809+00:00
1.0,PRODUCT,Hugging Face Space (Faceswaper),https://huggingface.co/spaces/SS86910/Faceswaper,SS86910,FREE,2026-08-29T05:31:24.026889+00:00
1.0,PRODUCT,Hugging Face Space (OpenGPT-4o),https://huggingface.co/spaces/KingNish/OpenGPT-4o,KingNish,FREE,2026-08-29T05:31:24.026969+00:00
1.0,PRODUCT,Hugging Face Space (Hemg-few-nerd-token-classification),https://huggingface.co/spaces/Hemg/Hemg-few-nerd-token-classification,Hemg,FREE,2026-08-29T05:31:24.027063+00:00
1.0,PRODUCT,Hugging Face Space (danbooru-tags-transformer-v2-with-wd-tagger),https://huggingface.co/spaces/John6666/danbooru-tags-transformer-v2-with-wd-tagger,John6666,FREE,2026-08-29T05:31:24.027141+00:00
1.0,PRODUCT,Hugging Face Space (MapPool),https://huggingface.co/spaces/sraimund/MapPool,sraimund,FREE,2026-08-29T05:31:24.027228+00:00
1.0,PRODUCT,Hugging Face Space (tooncrafter),https://huggingface.co/spaces/Doubiiu/tooncrafter,Doubiiu,FREE,2026-08-29T05:31:24.027320+00:00
1.0,PRODUCT,Hugging Face Space (Text-to-Image-Leaderboard),https://huggingface.co/spaces/ArtificialAnalysis/Text-to-Image-Leaderboard,ArtificialAnalysis,FREE,2026-08-29T05:31:24.027439+00:00
1.0,PRODUCT,Hugging Face Space (regional_bengali-asr_tugstugi_whisper-medium),https://huggingface.co/spaces/bengaliAI/regional_bengali-asr_tugstugi_whisper-medium,bengaliAI,FREE,2026-08-29T05:31:24.027523+00:00
1.0,PRODUCT,Hugging Face Space (Audio-to-srt),https://huggingface.co/spaces/ReySajju742/Audio-to-srt,ReySajju742,FREE,2026-08-29T05:31:24.027602+00:00
1.0,PRODUCT,Hugging Face Space (Midjourney),https://huggingface.co/spaces/mukaist/Midjourney,mukaist,FREE,2026-08-29T05:31:24.027683+00:00
1.0,PRODUCT,Hugging Face Space (pre_trained-gpt-neo-1.3B),https://huggingface.co/spaces/Sahil-oo7/pre_trained-gpt-neo-1.3B,Sahil-oo7,FREE,2026-08-29T05:31:24.027767+00:00
1.0,PRODUCT,Hugging Face Space (blog),https://huggingface.co/spaces/open-llm-leaderboard/blog,open-llm-leaderboard,FREE,2026-08-29T05:31:24.027879+00:00
1.0,PRODUCT,Hugging Face Space (AuraSR-v2),https://huggingface.co/spaces/gokaygokay/AuraSR-v2,gokaygokay,FREE,2026-08-29T05:31:24.027958+00:00
1.0,PRODUCT,Hugging Face Space (inference-playground),https://huggingface.co/spaces/huggingface/inference-playground,Hugging Face,FREE,2026-08-29T05:31:24.027963+00:00
1.0,PRODUCT,Hugging Face Space (RT-DETR-tracking-coco),https://huggingface.co/spaces/merve/RT-DETR-tracking-coco,merve,FREE,2026-08-29T05:31:24.028051+00:00
1.0,PRODUCT,Hugging Face Space (european-llm-leaderboard),https://huggingface.co/spaces/Eurolingua/european-llm-leaderboard,Eurolingua,FREE,2026-08-29T05:31:24.028136+00:00
1.0,PRODUCT,Hugging Face Space (waiIllustriousSDXL_v150),https://huggingface.co/spaces/votepurchase/waiIllustriousSDXL_v150,votepurchase,FREE,2026-08-29T05:31:24.028227+00:00
1.0,PRODUCT,Hugging Face Space (PhotoMaker-V2),https://huggingface.co/spaces/TencentARC/PhotoMaker-V2,TencentARC,FREE,2026-08-29T05:31:24.028317+00:00
1.0,PRODUCT,Hugging Face Space (Music-Machine-Drum-And-Arpeggiator),https://huggingface.co/spaces/awacke1/Music-Machine-Drum-And-Arpeggiator,awacke1,FREE,2026-08-29T05:31:24.028401+00:00
1.0,PRODUCT,Hugging Face Space (METL_demo),https://huggingface.co/spaces/gitter-lab/METL_demo,gitter-lab,FREE,2026-08-29T05:31:24.028493+00:00
1.0,PRODUCT,Hugging Face Space (infinite-dataset-hub),https://huggingface.co/spaces/infinite-dataset-hub/infinite-dataset-hub,infinite-dataset-hub,FREE,2026-08-29T05:31:24.028623+00:00
1.0,PRODUCT,Hugging Face Space (repo_duplicator),https://huggingface.co/spaces/bartowski/repo_duplicator,bartowski,FREE,2026-08-29T05:31:24.028721+00:00
1.0,PRODUCT,Hugging Face Space (frequency-based-ai-text-detection),https://huggingface.co/spaces/AnonymousBabu/frequency-based-ai-text-detection,AnonymousBabu,FREE,2026-08-29T05:31:24.028875+00:00
1.0,PRODUCT,Hugging Face Space (florence-sam),https://huggingface.co/spaces/SkalskiP/florence-sam,SkalskiP,FREE,2026-08-29T05:31:24.028969+00:00
1.0,PRODUCT,Hugging Face Space (FLUX-Prompt-Generator),https://huggingface.co/spaces/gokaygokay/FLUX-Prompt-Generator,gokaygokay,FREE,2026-08-29T05:31:24.029144+00:00
1.0,PRODUCT,Hugging Face Space (evf-sam2),https://huggingface.co/spaces/wondervictor/evf-sam2,wondervictor,FREE,2026-08-29T05:31:24.029245+00:00
1.0,PRODUCT,Hugging Face Space (CogVideoX-5B-Space),https://huggingface.co/spaces/zai-org/CogVideoX-5B-Space,zai-org,FREE,2026-08-29T05:31:24.029358+00:00
1.0,PRODUCT,Hugging Face Space (music_drums_separation),https://huggingface.co/spaces/Awell00/music_drums_separation,Awell00,FREE,2026-08-29T05:31:24.029453+00:00
1.0,PRODUCT,Hugging Face Space (FLUX.1-dev-ControlNet-Union-Pro),https://huggingface.co/spaces/Shakker-Labs/FLUX.1-dev-ControlNet-Union-Pro,Shakker-Labs,FREE,2026-08-29T05:31:24.029542+00:00
1.0,PRODUCT,Hugging Face Space (passgpt),https://huggingface.co/spaces/spookybeach99/passgpt,spookybeach99,FREE,2026-08-29T05:31:24.029629+00:00
1.0,PRODUCT,Hugging Face Space (gguf-editor),https://huggingface.co/spaces/CISCai/gguf-editor,CISCai,FREE,2026-08-29T05:31:24.029723+00:00
1.0,PRODUCT,Hugging Face Space (Yi-Coder-9B),https://huggingface.co/spaces/Tonic/Yi-Coder-9B,Tonic,FREE,2026-08-29T05:31:24.029820+00:00
1.0,PRODUCT,Hugging Face Space (T3-AI-Hackaton-2024-Abra-Muhara-DPTLarge-Depth-Estimation),https://huggingface.co/spaces/kedimestan/T3-AI-Hackaton-2024-Abra-Muhara-DPTLarge-Depth-Estimation,kedimestan,FREE,2026-08-29T05:31:24.029907+00:00
1.0,PRODUCT,Hugging Face Space (Orpheus-LLM),https://huggingface.co/spaces/deoshreyas/Orpheus-LLM,deoshreyas,FREE,2026-08-29T05:31:24.029988+00:00
1.0,PRODUCT,Hugging Face Space (GVHMR),https://huggingface.co/spaces/LittleFrog/GVHMR,LittleFrog,FREE,2026-08-29T05:31:24.030070+00:00
1.0,PRODUCT,Hugging Face Space (EzAudio),https://huggingface.co/spaces/OpenSound/EzAudio,OpenSound,FREE,2026-08-29T05:31:24.030152+00:00
1.0,PRODUCT,Hugging Face Space (Voice-Clone-rapido29),https://huggingface.co/spaces/phonetoolzz/Voice-Clone-rapido29,phonetoolzz,FREE,2026-08-29T05:31:24.030235+00:00
1.0,PRODUCT,Hugging Face Space (Inpaint-Objectremover),https://huggingface.co/spaces/bacancydataprophets/Inpaint-Objectremover,bacancydataprophets,FREE,2026-08-29T05:31:24.030351+00:00
1.0,PRODUCT,Hugging Face Space (diffusers-fast-inpaint),https://huggingface.co/spaces/OzzyGT/diffusers-fast-inpaint,OzzyGT,FREE,2026-08-29T05:31:24.030438+00:00
1.0,PRODUCT,Hugging Face Space (joy-caption-alpha-one),https://huggingface.co/spaces/fancyfeast/joy-caption-alpha-one,fancyfeast,FREE,2026-08-29T05:31:24.030520+00:00
1.0,PRODUCT,Hugging Face Space (Lotus_Depth),https://huggingface.co/spaces/haodongli/Lotus_Depth,haodongli,FREE,2026-08-29T05:31:24.030602+00:00
